portuguese,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Present
gerir,1,0,0,0,0,0,0,0,0,1,1
germano,0,0,0,0,0,0,0,0,0,0,0
germe,0,0,0,1,1,0,0,0,0,0,1
germinação,0,0,0,1,0,0,0,0,0,0,1
germinar,0,0,0,0,0,0,0,0,0,0,0
gesso,0,0,0,0,0,0,0,0,0,0,0
gestação,0,0,0,0,0,0,0,0,0,0,0
gestão,1,0,0,0,0,0,0,0,0,1,1
gesto,0,0,0,0,0,0,0,0,0,0,0
gigante,0,0,0,0,0,1,0,0,0,0,1
gigantesco,1,0,0,0,0,0,0,0,0,0,1
gimp,0,0,0,0,0,0,0,0,0,0,0
gin,0,0,0,0,0,0,0,0,0,0,0
ginásio,0,0,0,0,0,0,0,0,0,0,0
ginasta,1,0,0,0,0,0,0,0,0,0,1
ginástica,0,0,0,0,0,0,0,0,0,0,0
ginástico,0,0,0,0,0,0,0,0,0,0,0
ginecologia,0,0,0,0,0,0,0,0,0,0,0
girafa,0,0,0,0,0,0,0,0,0,0,0
giram,0,0,0,0,0,0,0,0,0,0,0
girando,0,0,0,0,0,0,0,0,0,0,0
girar,0,0,0,0,0,0,0,0,0,0,0
giratório,0,0,0,0,0,0,0,0,0,0,0
giroscópio,0,0,0,0,0,0,0,0,0,0,0
giz,0,0,0,0,0,0,0,0,0,0,0
giz de cera,0,0,0,0,0,0,0,0,0,0,0
glabrous,0,0,0,0,0,0,0,0,0,0,0
glacial,0,1,0,0,0,0,0,0,0,0,1
gladiador,0,0,0,0,0,1,0,0,0,0,1
glean,0,0,0,0,0,0,0,0,0,0,0
glen,0,0,0,0,0,0,0,0,0,0,0
glicerina,0,0,0,0,0,0,0,0,0,0,0
glicose,0,0,0,0,0,0,0,0,0,0,0
globo,0,0,0,0,0,0,0,0,0,0,0
globular,0,0,0,0,0,0,0,0,0,0,0
glória,1,0,0,1,0,0,1,0,0,1,1
glorificação,1,0,0,0,0,0,1,0,0,0,1
glorificar,1,0,0,1,0,0,1,0,1,1,1
glossário,0,0,0,0,0,0,0,0,0,0,0
glúten,0,0,0,0,0,0,0,0,0,0,0
gnomo,0,1,1,0,1,1,0,0,0,0,1
goblin,0,1,0,0,1,1,0,0,0,0,1
godo,0,0,0,0,0,0,0,0,0,0,0
gole,0,1,0,0,1,0,0,0,0,0,1
golfe,0,0,0,0,0,0,0,0,0,0,0
golfinho,1,0,0,0,0,0,1,0,1,1,1
golfo,0,0,0,0,0,0,0,0,0,0,0
golpe,0,0,1,0,0,0,0,0,1,0,1
golpear,0,0,1,0,0,0,0,0,0,0,1
gomoso,0,0,0,0,0,0,0,0,0,0,0
gôndola,0,0,0,0,0,0,0,0,0,0,0
gonorréia,0,1,1,0,1,1,0,1,0,0,1
goody,0,0,0,0,0,0,0,0,0,0,0
gooey,0,0,0,0,0,0,0,0,0,0,0
gopher,0,0,0,0,0,0,0,0,0,0,0
gorda,0,0,0,1,0,0,0,0,0,0,1
gordinho,0,1,0,0,1,0,0,1,0,0,1
gordo,0,1,0,0,1,0,0,1,0,0,1
gorduroso,0,0,0,0,1,0,0,0,0,0,1
gorila,0,1,0,0,0,0,0,0,0,0,1
gorjeta,0,0,0,0,0,0,0,0,0,0,0
gorro,0,0,0,0,0,0,0,0,0,0,0
gosma,0,1,0,0,1,0,0,0,0,0,1
gospel,1,0,0,0,0,0,0,0,0,1,1
gosto,1,0,0,0,0,0,1,0,0,1,1
gostoso,1,0,0,1,0,0,1,0,0,0,1
gota,0,1,0,0,0,0,0,0,0,0,1
gotejamento,0,0,0,0,0,0,0,0,0,0,0
gotícula,0,0,0,0,0,0,0,0,0,0,0
gourmet,0,0,0,0,0,0,0,0,0,0,0
governador,0,0,0,0,0,0,0,0,0,1,1
governamental,1,0,0,0,0,0,0,0,0,1,1
governando,0,0,0,0,0,0,0,0,0,0,0
governanta,0,0,0,0,0,0,0,0,0,1,1
governar,1,0,0,0,0,0,0,0,0,1,1
governo,0,1,0,0,0,1,0,0,0,0,1
graça,1,0,0,0,0,0,0,0,0,0,1
gracejar,1,0,0,0,0,0,1,0,0,0,1
gracejo,0,1,0,0,0,0,0,0,0,0,1
graciosamente,1,0,0,0,0,0,0,0,0,0,1
gracioso,1,0,0,0,0,0,0,0,0,0,1
gradação,0,0,0,0,0,0,0,0,0,0,0
grade,0,1,1,0,1,0,0,0,0,0,1
grader,0,0,0,0,0,0,0,0,0,0,0
gradiente,0,0,0,0,0,0,0,0,0,0,0
graduação,1,0,0,1,0,1,1,0,1,1,1
gradual,0,0,0,1,0,0,0,0,0,0,1
gradualmente,0,0,0,0,0,0,0,0,0,0,0
gráfico,0,0,0,0,0,0,0,0,0,1,1
gráficos,0,0,0,0,0,0,0,0,0,0,0
grama,0,0,0,0,0,0,0,0,0,0,0
gramado,0,0,0,0,0,0,0,0,0,0,0
gramática,0,0,0,0,0,0,0,0,0,1,1
gramíneo,0,0,0,0,0,0,0,0,0,0,0
grampo,0,0,0,0,0,0,0,0,0,0,0
granada,1,0,0,0,0,0,0,0,0,0,1
grande,0,0,0,0,0,0,0,0,0,0,0
grande quantidade,0,0,0,0,0,0,0,0,0,0,0
grandeza,1,0,0,0,0,0,1,0,1,1,1
grandioso,0,0,0,0,0,0,0,0,0,0,0
granito,0,0,0,0,0,0,0,0,0,0,0
granizo,0,1,0,0,0,0,0,0,0,0,1
granja,0,0,0,0,0,0,0,0,0,0,0
granular,0,0,0,0,0,0,0,0,0,0,0
grânulo,0,0,0,0,0,0,0,0,0,0,0
grão,0,0,0,0,0,0,0,0,0,0,0
gratidão,1,0,0,0,0,0,1,0,0,0,1
gratificação,1,0,0,1,0,0,1,0,1,1,1
grato,1,0,0,0,0,0,1,0,0,0,1
gratuidade,0,0,0,0,0,0,0,0,0,0,0
gratuito,0,0,0,0,1,0,0,0,0,0,1
grau,1,0,0,0,0,0,0,0,0,0,1
gravação,0,0,0,0,0,0,0,0,0,0,0
gravado,0,0,0,0,0,0,0,0,0,0,0
gravador,1,0,0,0,0,0,0,0,0,0,1
gravar,0,0,0,0,0,0,0,0,0,0,0
gravata,0,0,0,0,0,0,0,0,0,0,0
grave,0,1,0,0,0,1,0,1,0,0,1
gravidade,0,0,0,0,0,1,0,1,0,0,1
gravidez,0,1,0,0,1,0,0,0,0,0,1
gravitação,0,0,0,0,0,0,0,0,0,0,0
gravitar,0,0,0,1,0,0,0,0,0,0,1
gravura,0,0,0,0,0,0,0,0,0,0,0
graxa,0,0,0,0,0,0,0,0,0,0,0
gregário,1,0,0,0,0,0,0,0,0,0,1
grelha,0,0,0,0,0,0,0,0,0,0,0
grés,0,0,0,0,0,0,0,0,0,0,0
greve,0,1,1,0,0,0,0,0,0,0,1
grifo,0,0,0,0,0,0,0,0,0,0,0
grilo,0,0,0,0,0,0,0,0,0,0,0
grinalda,0,0,0,0,0,0,0,0,0,0,0
gripe,0,1,0,0,0,1,0,0,0,0,1
grist,1,0,0,0,0,0,0,0,0,0,1
gritando,0,1,1,0,1,1,0,0,0,0,1
gritar,0,1,1,0,0,1,0,0,1,0,1
grito,0,1,1,0,1,1,0,0,1,0,1
grizzly,0,1,0,0,0,1,0,0,0,0,1
grogue,0,0,0,0,0,0,0,0,0,0,0
grosseiramente,0,0,1,0,0,1,0,0,0,0,1
grosseiro,0,1,1,0,1,0,0,0,0,0,1
grosso,0,0,0,0,0,0,0,0,0,0,0
grotesco,0,1,0,0,1,0,0,0,0,0,1
grouse,0,0,0,0,0,0,0,0,0,0,0
grub,0,0,0,0,0,0,0,0,0,0,0
grudando,0,0,0,0,0,0,0,0,0,0,0
grunhido,0,0,0,0,0,0,0,0,0,0,0
grupo,0,0,0,0,0,0,0,0,0,0,0
gruta,0,0,0,0,0,0,0,0,0,0,0
guarda,0,0,0,0,0,0,0,0,0,1,1
guarda roupa,0,0,0,0,0,0,0,0,0,0,0
guarda-chuva,0,0,0,0,0,0,0,0,0,0,0
guarda-livros,0,0,0,0,0,0,0,0,0,0,0
guarda-sol,0,0,0,0,0,0,0,0,0,0,0
guardada,0,0,0,0,0,0,0,0,0,0,0
guardado,0,0,0,0,0,0,0,0,0,1,1
guardador,0,0,0,0,0,0,0,0,0,0,0
guardanapo,0,0,0,0,0,0,0,1,0,0,1
guardando,0,0,0,0,0,0,0,0,0,0,0
guardar,1,0,0,0,0,1,0,0,0,1,1
guardas,0,0,0,0,0,0,0,0,0,0,0
guardião,1,0,0,0,0,0,0,0,0,1,1
guarnição,1,0,0,0,0,0,0,0,0,1,1
guepardo,0,0,0,0,0,0,0,0,0,0,0
guerra,0,1,1,0,0,1,0,1,0,0,1
guerreiro,0,0,1,0,0,1,0,0,0,0,1
guerrilha,0,1,0,0,0,1,0,0,0,0,1
gueto,0,1,0,0,1,1,0,1,0,0,1
guia,1,0,0,0,0,0,0,0,0,1,1
guild,0,0,0,0,0,0,0,0,0,0,0
guilhotina,0,1,1,1,1,1,0,1,0,0,1
guinada,0,0,0,0,0,0,0,0,0,0,0
guinchar,0,1,0,0,0,1,0,0,1,0,1
guincho,0,1,1,0,0,1,0,1,1,0,1
guindaste,0,0,0,0,0,0,0,0,0,0,0
guiné,0,0,0,0,0,0,0,0,0,0,0
gula,0,1,0,0,1,0,0,0,0,0,1
gules,0,0,0,0,0,0,0,0,0,0,0
guloseima,0,0,0,0,0,0,0,0,0,0,0
guru,1,0,0,0,0,0,0,0,0,1,1
hábil,1,0,0,0,0,0,0,0,0,1,1
habilidade,1,0,0,0,0,0,0,0,0,0,1
habilitação,1,0,0,0,0,0,0,0,0,1,1
habilitar,1,0,0,0,0,0,0,0,0,1,1
habitação,0,1,0,0,0,0,0,0,0,0,1
habitado,0,0,0,0,0,0,0,0,0,0,0
habitando,0,0,0,0,0,0,0,0,0,0,0
habitante,0,0,0,0,0,0,0,0,0,0,0
habitar,0,0,0,0,0,0,0,0,0,0,0
habitat,1,0,0,0,0,0,0,0,0,0,1
hábito,0,0,0,0,0,0,0,0,0,0,0
habitual,0,0,0,1,0,0,0,0,0,0,1
habitualmente,0,0,0,0,0,0,0,0,0,0,0
hangar,0,0,0,0,0,0,0,0,0,0,0
hank,0,0,0,0,0,0,0,0,0,0,0
hardware,0,0,0,0,0,0,0,0,0,0,0
harém,0,0,0,0,0,0,0,0,0,0,0
harmonia,1,0,0,0,0,0,1,0,0,1,1
harmônica,0,0,0,0,0,0,0,0,0,0,0
harmônicos,0,0,0,0,0,0,0,0,0,0,0
harmoniosamente,1,0,0,0,0,0,1,0,0,1,1
harmonizar,0,0,0,0,0,0,0,0,0,0,0
harper,0,0,0,0,0,0,0,0,0,0,0
hart,0,0,0,0,0,0,0,0,0,0,0
haste,0,0,0,0,0,1,0,0,0,0,1
haw,0,0,0,0,0,0,0,0,0,0,0
hawking,0,0,0,0,0,0,0,0,0,0,0
haxixe,0,1,0,0,0,0,0,0,0,0,1
heap,0,0,0,0,0,0,0,0,0,0,0
heath,0,0,0,0,0,0,0,0,0,0,0
heave,0,0,0,0,0,0,0,0,0,0,0
hectares,0,0,0,0,0,0,0,0,0,0,0
hediondo,0,1,0,0,0,0,0,0,0,0,1
hedonismo,1,1,0,0,0,0,1,0,0,0,1
hegemônico,0,0,0,0,0,0,0,0,0,0,0
hélice,0,0,0,0,0,0,0,0,0,0,0
helicoidal,0,0,0,0,0,0,0,0,0,0,0
hematita,0,0,0,0,0,0,0,0,0,0,0
hematoma,0,1,0,1,0,0,0,0,0,0,1
hemi,0,0,0,0,0,0,0,0,0,0,0
hemisférico,0,0,0,0,0,0,0,0,0,0,0
hemisfério,0,0,0,0,0,0,0,0,0,0,0
hemorragia,0,1,0,0,1,1,0,1,0,0,1
hemorroidas,0,1,0,0,0,0,0,0,0,0,1
heráldica,0,0,0,0,0,0,0,0,0,0,0
herança,1,0,0,1,0,0,1,0,1,1,1
herbácea,0,0,0,0,0,0,0,0,0,0,0
herbário,0,0,0,0,0,0,0,0,0,0,0
herdade,0,0,0,0,0,0,0,0,0,0,0
herdar,0,0,0,0,0,0,0,0,0,0,0
herdeira,0,0,0,0,0,0,0,0,0,0,0
herdeiro,0,0,0,0,0,0,0,0,0,0,0
herdeiros,0,0,0,0,0,0,0,0,0,0,0
hereditariedade,0,0,0,0,0,0,0,0,0,0,0
hereditário,0,0,0,0,0,0,0,0,0,0,0
herege,0,1,0,0,1,0,0,0,0,0,1
heresia,0,1,0,0,0,0,0,0,0,0,1
herético,0,0,0,0,0,0,0,0,0,0,0
hermafrodita,0,1,0,0,0,0,0,0,1,0,1
hermenêutica,0,0,0,0,0,0,0,0,0,0,0
hérnia,0,0,0,0,0,0,0,0,0,0,0
herói,1,0,0,1,0,0,1,0,1,1,1
heroico,1,0,0,0,0,0,1,0,1,1,1
heroicos,1,0,0,0,0,0,0,0,0,0,1
heroína,1,0,0,0,0,0,0,0,0,1,1
heroísmo,1,0,0,1,0,0,1,0,1,1,1
herpes,0,1,0,0,1,0,0,0,0,0,1
herpesvírus,0,1,0,0,1,0,0,0,0,0,1
hesitação,0,1,0,0,0,1,0,0,0,0,1
hesitando,0,0,0,0,0,0,0,0,0,0,0
hesitante,0,0,0,0,0,1,0,0,0,0,1
heterogeneidade,0,0,0,0,0,0,0,0,0,0,0
hew,0,0,0,0,0,0,0,0,0,0,0
hexágono,0,0,0,0,0,0,0,0,0,0,0
hiato,0,0,0,0,0,0,0,0,0,0,0
hibernação,0,0,0,0,0,0,0,0,0,0,0
hibernar,0,0,0,0,0,0,0,0,0,0,0
híbrido,0,0,0,0,0,0,0,0,0,0,0
hidra,0,1,0,0,0,1,0,0,0,0,1
hidráulica,0,0,0,0,0,0,0,0,0,0,0
hidrocefalia,0,1,0,0,1,1,0,1,0,0,1
hidrodinâmica,0,0,0,0,0,0,0,0,0,0,0
hidrogênio,0,0,0,0,0,0,0,0,0,0,0
hidrográfica,0,0,0,0,0,0,0,0,0,0,0
hidrologia,0,0,0,0,0,0,0,0,0,0,0
hidromassagem,0,0,0,0,0,1,0,0,0,0,1
hidromel,0,0,0,0,0,0,0,0,0,0,0
hierárquico,0,0,0,0,0,0,0,0,0,0,0
hífen,0,0,0,0,0,0,0,0,0,0,0
higiene,0,0,0,0,0,0,0,0,0,0,0
higiênico,1,0,0,0,0,0,0,0,0,0,1
hilaridade,1,0,0,0,0,0,1,0,0,0,1
hilário,1,0,0,0,0,0,1,0,1,0,1
hilt,0,0,0,0,0,0,0,0,0,0,0
hino,1,0,0,1,0,0,1,1,0,1,1
hinterland,0,0,0,0,0,0,0,0,0,0,0
hipérbole,0,1,0,0,0,0,0,0,0,0,1
hipertrofia,0,0,0,0,1,1,0,0,1,0,1
hipnótico,0,0,0,0,0,0,0,0,0,0,0
hipnotizado,0,0,0,0,0,0,0,0,0,0,0
hipocrisia,0,1,0,0,0,0,0,0,0,0,1
hipócrita,0,1,0,0,1,0,0,0,0,0,1
hipoteca,0,0,0,0,0,1,0,0,0,0,1
hipotecário,0,0,0,0,0,1,0,0,0,0,1
hipótese,0,0,0,1,0,0,0,0,1,0,1
hipotético,0,0,0,0,0,0,0,0,0,0,0
hippie,0,1,0,0,0,0,0,0,0,0,1
hirsute,0,0,0,0,0,0,0,0,0,0,0
histeria,0,1,0,0,0,1,0,0,0,0,1
histérico,0,1,1,0,0,1,0,0,0,0,1
histologia,0,0,0,0,0,0,0,0,0,0,0
história,0,0,0,0,0,0,0,0,0,0,0
historiador,0,0,0,0,0,0,0,0,0,0,0
histórico,0,0,0,0,0,0,0,0,0,0,0
historiografia,0,0,0,0,0,0,0,0,0,0,0
hoje,0,0,0,0,0,0,0,0,0,0,0
hoje em dia,0,0,0,0,0,0,0,0,0,0,0
holocausto,0,1,1,0,1,1,0,1,0,0,1
homem,0,0,0,0,0,0,0,0,0,0,0
homem de viagem,0,0,0,0,0,0,0,0,0,1,1
homenagem,1,0,0,0,0,0,0,0,0,0,1
homeopatia,0,0,0,0,0,0,0,0,0,0,0
homeopático,0,0,0,0,0,0,0,0,0,0,0
homicida,0,1,1,0,0,1,0,0,0,0,1
homicídio,0,1,1,0,1,1,0,1,0,0,1
homicídio culposo,0,1,1,0,1,1,0,1,1,0,1
homilia,0,0,0,0,0,0,0,0,0,0,0
homogeneidade,0,0,0,0,0,0,0,0,0,0,0
homogêneo,0,0,0,0,0,0,0,0,0,0,0
homóloga,0,0,0,0,0,0,0,0,0,0,0
homologia,1,0,0,0,0,0,0,0,0,0,1
homólogo,0,0,0,0,0,0,0,0,0,0,0
homônimo,0,0,0,0,0,0,0,0,0,0,0
homossexual,0,0,0,0,0,0,0,0,0,0,0
homossexualidade,0,1,0,0,0,0,0,0,0,0,1
honestidade,1,0,0,0,0,0,0,0,0,1,1
honesto,1,0,1,0,1,1,1,1,0,1,1
honorários,0,0,0,0,0,0,0,0,0,0,0
honra,1,0,0,0,0,0,0,0,0,1,1
honrado,1,0,0,0,0,0,0,0,0,1,1
honroso,1,0,0,0,0,0,0,0,0,1,1
hóquei,0,0,0,0,0,0,0,0,0,0,0
hora,0,0,0,0,0,0,0,0,0,0,0
horas de dormir,0,0,0,0,0,0,0,0,0,0,0
horda,0,1,0,0,0,0,0,0,1,0,1
horizontal,0,0,0,0,0,0,0,0,0,0,0
horizontalmente,0,0,0,0,0,0,0,0,0,0,0
horizonte,1,0,0,1,0,0,0,0,0,0,1
horny,0,0,0,0,0,0,0,0,0,0,0
horóscopo,0,0,0,1,0,0,0,0,0,0,1
horrendo,0,1,0,0,1,0,0,0,0,0,1
hórrido,0,1,1,0,1,1,0,1,0,0,1
horripilante,0,1,0,0,1,1,0,1,0,0,1
horrível,0,1,1,0,1,1,0,1,0,0,1
horrivelmente,0,1,0,0,0,0,0,0,0,0,1
horror,0,1,1,0,1,1,0,1,1,0,1
horrores,0,1,0,0,0,1,0,1,0,0,1
horrorizado,0,1,0,0,1,1,0,0,1,0,1
horroroso,0,1,0,0,1,1,0,1,0,0,1
hortelã,0,0,0,0,0,0,0,0,0,0,0
hortícola,0,0,0,0,0,0,0,0,0,0,0
horticultura,0,0,0,0,0,0,0,0,0,0,0
hospício,0,0,0,0,0,0,0,1,0,0,1
hospital,0,0,0,0,0,1,0,1,0,1,1
hospitalidade,1,0,0,0,0,0,0,0,0,0,1
hostel,0,0,0,0,0,0,0,0,0,0,0
hostil,0,1,1,0,1,1,0,1,0,0,1
hostilidade,0,1,1,0,1,0,0,0,0,0,1
hostilidades,0,1,1,0,0,1,0,0,0,0,1
hotel,0,0,0,0,0,0,0,0,0,0,0
humanidade,1,0,0,0,0,0,1,0,0,1,1
humanidades,0,0,0,0,0,0,0,0,0,0,0
humanitário,1,0,0,1,0,0,1,0,1,1,1
humano,1,0,0,0,0,0,0,0,0,0,1
humildade,1,0,0,0,0,0,0,0,0,1,1
humilde,1,1,0,0,1,0,0,1,0,0,1
humildemente,1,0,0,0,0,0,0,0,0,0,1
humilhação,0,1,0,0,1,0,0,1,0,0,1
humilhado,1,0,0,0,0,0,0,1,0,0,1
humilhante,0,1,0,0,1,0,0,0,0,0,1
humilhar,0,1,1,0,0,0,0,1,0,0,1
hummer,0,0,0,0,0,0,0,0,0,0,0
humongous,0,0,0,0,0,0,0,0,0,0,0
humor,0,0,0,0,0,0,0,0,0,0,0
humorista,1,0,0,0,0,0,0,0,0,0,1
humorístico,1,0,0,0,0,0,1,0,0,0,1
hurra,1,0,0,0,0,0,1,0,0,0,1
husky,0,0,0,0,0,0,0,0,0,0,0
hutch,0,0,0,0,0,0,0,0,0,0,0
hype,0,1,0,1,0,0,0,0,0,0,1
iaque,0,0,0,0,0,0,0,0,0,0,0
iate,0,0,0,0,0,0,0,0,0,0,0
iceberg,0,0,0,0,0,0,0,0,0,0,0
ícone,0,0,0,0,0,0,0,0,0,0,0
icônico,0,0,0,0,0,0,0,0,0,0,0
iconografia,0,0,0,0,0,0,0,0,0,0,0
icterícia,0,1,0,0,0,1,0,0,0,0,1
idade,0,0,0,0,0,0,0,0,0,0,0
idealismo,1,0,0,0,0,0,0,0,0,0,1
idealista,0,0,0,0,0,0,0,0,0,0,0
idéia,0,0,0,0,0,0,0,0,0,0,0
idem,0,0,0,0,0,0,0,0,0,0,0
identicamente,0,0,0,0,0,0,0,0,0,0,0
idêntico,0,0,0,0,0,0,0,0,0,0,0
identidade,0,0,0,0,0,0,0,0,0,0,0
identificação,0,0,0,0,0,0,0,0,0,0,0
identificar,0,0,0,0,0,0,0,0,0,0,0
ideologia,0,0,0,0,0,0,0,0,0,0,0
idioma,0,0,0,0,0,0,0,0,0,0,0
idiomático,0,0,0,0,0,0,0,0,0,0,0
idiota,0,1,1,0,1,0,0,1,0,0,1
idiotice,0,1,1,0,1,0,0,1,0,0,1
idolatria,0,1,0,0,1,1,0,0,0,0,1
ídolo,1,0,0,0,0,0,0,0,0,0,1
idosos,0,0,0,0,0,0,0,0,0,0,0
iglu,0,0,0,0,0,0,0,0,0,0,0
ígneo,0,0,0,0,0,0,0,0,0,0,0
ignição,0,0,0,0,0,0,0,0,0,0,0
ignóbil,0,1,1,0,1,1,0,0,0,0,1
ignorância,0,1,0,0,0,0,0,0,0,0,1
ignorante,0,1,0,0,1,0,0,0,0,0,1
ignorar,0,1,0,0,0,0,0,0,0,0,1
igreja,1,0,0,1,0,0,1,0,0,1,1
igual,0,0,0,0,0,0,0,0,0,0,0
igualar,0,0,0,0,0,0,0,0,0,0,0
igualdade,1,0,0,0,0,0,1,0,0,1,1
igualmente,1,0,0,0,0,0,0,0,0,0,1
ilegal,0,1,1,0,1,1,0,1,0,0,1
ilegalidade,0,1,1,0,1,1,0,0,0,0,1
ilegalmente,0,0,0,0,0,0,0,0,0,0,0
ilegítimo,0,1,1,0,1,1,0,1,1,0,1
ilegível,0,1,0,0,0,0,0,0,0,0,1
ileso,0,0,0,0,0,0,0,0,0,0,0
ilha,0,0,0,0,0,0,0,0,0,0,0
ilhó,0,0,0,0,0,0,0,0,0,0,0
ilhota,0,0,0,0,0,0,0,0,0,0,0
ilícito,0,1,1,0,1,1,0,0,0,0,1
ilimitado,1,0,0,0,0,0,0,0,0,0,1
ilógico,0,1,0,0,0,0,0,0,0,0,1
iluminação,1,0,0,0,0,0,1,0,1,1,1
iluminador,0,0,0,0,0,0,0,0,0,0,0
iluminar,1,0,0,1,0,0,1,0,1,1,1
ilumine,1,0,0,0,0,0,1,0,0,1,1
ilusão,0,1,1,0,0,1,0,1,1,0,1
ilustração,0,0,0,0,0,0,0,0,0,0,0
ilustrar,1,0,0,0,0,0,0,0,0,0,1
ilustrativo,0,0,0,0,0,0,0,0,0,0,0
ilustre,1,0,0,0,0,0,0,0,0,0,1
imaculado,1,0,0,0,0,0,1,0,0,1,1
imagem,0,0,0,0,0,0,0,0,0,0,0
imagens,0,0,0,0,0,0,0,0,0,0,0
imaginação,0,0,0,0,0,0,0,0,0,0,0
imaginando,0,0,0,0,0,0,0,0,0,0,0
imaginar,0,0,0,0,0,0,0,0,0,0,0
imaginário,0,0,0,0,0,0,0,0,0,0,0
imaginativo,1,0,0,0,0,0,0,0,0,0,1
imagine,0,0,0,0,0,0,0,0,0,0,0
imaginou,0,0,0,0,0,0,0,0,0,0,0
imaterial,0,0,0,0,0,0,0,0,0,0,0
imaturidade,0,1,1,1,0,0,0,0,0,0,1
imaturo,0,1,0,1,0,0,0,0,0,0,1
imbecil,0,1,0,0,0,0,0,0,0,0,1
imediatamente,1,1,0,1,0,0,0,0,0,0,1
imediatismo,0,0,0,0,0,0,0,0,1,0,1
imemorial,0,0,0,0,0,0,0,0,0,0,0
imensamente,0,0,0,0,0,0,0,0,0,0,0
imenso,1,0,0,0,0,0,0,0,0,0,1
imensurável,0,0,0,0,0,0,0,0,0,0,0
imerecido,0,0,0,0,0,0,0,0,0,0,0
imergir,1,0,0,1,0,1,1,0,1,1,1
imersão,0,0,0,0,0,0,0,0,0,0,0
imigração,0,0,0,0,0,0,0,0,0,0,0
imigrante,0,0,0,0,0,1,0,0,0,0,1
iminente,0,0,0,1,0,1,0,0,0,0,1
imitação,0,1,0,0,0,0,0,0,0,0,1
imitado,0,1,0,0,0,0,0,0,0,0,1
imitador,0,1,1,0,1,0,0,0,0,0,1
imitando,0,0,0,0,0,0,0,0,0,0,0
imitar,0,0,0,0,0,0,0,0,0,0,0
imobiliário,1,1,0,0,0,0,0,0,0,1,1
imoral,0,1,1,0,1,1,0,1,0,0,1
imoralidade,0,1,1,0,1,0,0,0,0,0,1
imortal,1,0,0,0,0,0,0,0,0,0,1
imortalidade,0,0,0,1,0,0,0,0,0,0,1
imóvel,0,0,0,0,0,0,0,0,0,0,0
impaciência,0,1,0,0,0,0,0,0,0,0,1
impaciente,0,1,0,1,0,0,0,0,0,0,1
impacto,0,0,0,0,0,0,0,0,0,0,0
impagável,1,0,0,0,0,0,0,0,0,0,1
imparcial,1,0,0,0,0,0,0,0,0,1,1
imparcialidade,1,0,0,0,0,0,0,0,0,1,1
impasse,0,1,1,0,1,0,0,0,0,0,1
impassível,0,0,0,0,0,0,0,0,0,0,0
impeachment,0,1,0,0,0,0,0,0,0,0,1
impecável,1,0,0,0,0,0,0,0,0,1,1
impedimento,0,0,0,0,0,0,0,0,0,0,0
impedindo,0,0,0,0,0,0,0,0,0,0,0
impedir,0,1,0,0,0,0,0,0,0,0,1
impenetrável,0,0,0,0,0,0,0,0,0,1,1
impenitente,0,0,0,0,0,0,0,0,0,0,0
impensável,0,1,1,0,1,1,0,0,0,0,1
imperador,0,0,0,0,0,0,0,0,0,0,0
imperativo,0,0,0,0,0,0,0,0,0,0,0
imperatriz,0,0,0,0,0,0,0,0,0,0,0
imperceptível,0,0,0,0,0,0,0,0,0,0,0
imperecível,1,0,0,1,0,0,1,1,0,1,1
imperfeição,0,1,0,0,0,0,0,0,0,0,1
imperfeitamente,0,1,0,0,0,0,0,0,0,0,1
imperial,0,0,0,0,0,0,0,0,0,0,0
império,0,0,0,0,0,0,0,0,0,0,0
impermeável,0,0,1,0,0,1,0,0,0,0,1
impessoal,0,0,0,0,0,0,0,0,0,0,0
impetuosidade,1,0,0,0,0,0,0,0,0,0,1
impiedade,0,1,0,0,0,1,0,0,0,0,1
impiedoso,0,1,1,0,1,1,0,0,0,0,1
ímpio,0,1,0,0,0,0,0,1,0,0,1
implacável,0,1,1,0,0,1,0,1,0,0,1
implantação,0,0,0,0,0,0,0,0,0,0,0
implantado,0,0,0,0,0,0,0,0,0,0,0
implantar,0,0,0,0,0,0,0,0,0,0,0
implementar,0,0,0,0,0,0,0,0,0,0,0
implemento,0,0,0,0,0,0,0,0,0,0,0
implica,0,0,0,0,0,0,0,0,0,0,0
implicação,0,0,0,0,0,0,0,0,0,0,0
implicado,0,0,0,0,0,0,0,0,0,0,0
implicar,0,1,1,0,0,0,0,0,0,0,1
implícita,0,0,0,0,0,0,0,0,0,0,0
implorando,0,1,0,0,0,0,0,0,0,0,1
implorar,0,1,0,0,0,0,0,1,0,0,1
implosão,0,0,0,0,0,0,0,0,0,0,0
imponente,1,0,0,0,0,0,0,0,0,0,1
impopular,0,1,0,0,1,0,0,1,0,0,1
impor,0,0,0,0,0,0,0,0,0,0,0
importação,0,0,0,0,0,0,0,0,0,0,0
importam,0,0,0,0,0,0,0,0,0,0,0
importância,1,0,0,1,0,0,0,0,0,0,1
importante,1,0,0,0,0,0,0,0,0,1,1
importar,0,0,0,0,0,0,0,0,0,0,0
imposição,0,1,0,0,0,0,0,0,0,0,1
impossibilidade,0,0,0,0,0,0,0,0,0,0,0
impossibilitar,0,0,1,0,0,0,0,0,0,0,1
impossível,0,1,0,0,0,0,0,1,0,0,1
imposto,0,1,0,0,0,0,0,1,0,0,1
impostor,0,1,1,0,1,0,0,1,0,0,1
impostos especiais de consumo,0,1,0,0,0,0,0,0,0,0,1
